entry_id,datetime,item_id,user_id
65,11/05/2020 13:00:00,410,1
66,11/05/2020 15:35:00,311,1
67,11/05/2020 19:00:00,278,1
68,11/05/2020 19:00:00,314,1
69,11/05/2020 19:15:00,296,1
70,11/06/2020 10:15:00,282,1
71,11/06/2020 12:05:00,273,1
72,11/06/2020 16:35:00,273,1
73,11/06/2020 18:00:00,112,1
74,11/07/2020 11:30:00,79,1
75,11/07/2020 11:30:00,60,1
76,11/07/2020 16:20:00,239,1
77,11/07/2020 21:10:00,349,1
78,11/08/2020 10:40:00,55,1
79,11/08/2020 10:40:00,262,1
80,11/08/2020 14:00:00,288,1
81,11/08/2020 19:00:00,286,1
82,11/09/2020 08:30:00,286,1
83,11/09/2020 13:00:00,309,1
84,11/09/2020 23:59:00,219,1
85,11/10/2020 09:45:00,381,1
86,11/10/2020 12:00:00,512,1
87,11/10/2020 20:00:00,474,1
88,11/11/2020 10:15:00,424,1
89,11/11/2020 13:15:00,239,1
90,11/11/2020 18:00:00,94,1
91,11/12/2020 09:30:00,94,1
92,11/12/2020 14:30:00,196,1
93,11/12/2020 17:15:00,79,1
94,11/12/2020 17:15:00,60,1
95,11/12/2020 22:15:00,366,1
96,11/13/2020 09:10:00,280,1
97,11/13/2020 11:50:00,157,1
98,11/14/2020 11:50:00,318,1
99,11/15/2020 11:50:00,317,1
100,11/16/2020 11:50:00,285,1
101,11/13/2020 19:10:00,174,1
102,11/13/2020 19:10:00,296,1
103,11/14/2020 11:30:00,167,1
104,11/14/2020 17:50:00,323,1
105,11/14/2020 18:30:00,150,1
106,11/15/2020 11:00:00,282,1
107,11/15/2020 11:00:00,150,1
108,11/15/2020 16:00:00,337,1
109,11/15/2020 16:00:00,337,1
110,11/15/2020 20:40:00,150,1
111,11/15/2020 20:40:00,471,1
112,11/16/2020 09:00:00,178,1
113,11/16/2020 09:00:00,150,1
114,11/16/2020 12:30:00,92,1
115,11/16/2020 12:30:00,60,1
116,11/16/2020 19:30:00,217,1
117,11/16/2020 19:30:00,87,1
118,11/17/2020 12:15:00,239,1
119,11/17/2020 15:15:00,366,1
120,11/17/2020 16:20:00,94,1
121,11/17/2020 19:15:00,94,1
122,11/17/2020 20:00:00,366,1
123,11/18/2020 10:50:00,434,1
124,11/18/2020 13:45:00,92,1
125,11/18/2020 13:45:00,60,1
126,11/18/2020 19:35:00,147,1
127,11/18/2020 19:35:00,150,1
128,11/19/2020 09:20:00,150,1
129,11/19/2020 09:20:00,540,1
130,11/19/2020 12:30:00,196,1
131,11/19/2020 12:30:00,112,1
132,11/19/2020 15:30:00,150,1
133,11/19/2020 18:30:00,332,1
134,11/20/2020 07:45:00,332,1
135,11/20/2020 13:45:00,174,1
136,11/20/2020 19:30:00,323,1
137,11/21/2020 13:30:00,90,1
138,11/21/2020 13:30:00,100,1
139,11/21/2020 13:30:00,301,1
140,11/21/2020 16:55:00,482,1
141,11/21/2020 18:10:00,278,1
142,11/21/2020 18:10:00,314,1
143,11/21/2020 18:15:00,314,1
144,11/22/2020 14:15:00,296,1
145,11/22/2020 14:50:00,368,1
146,11/22/2020 14:50:00,190,1
147,11/22/2020 18:45:00,150,1
148,11/22/2020 19:00:00,282,1
149,11/23/2020 08:30:00,35,1
150,11/23/2020 13:15:00,147,1
151,11/23/2020 19:35:00,150,1
152,11/23/2020 19:45:00,381,1
153,11/23/2020 19:45:00,160,1
154,11/24/2020 10:25:00,220,1
155,11/24/2020 13:45:00,92,1
156,11/24/2020 13:45:00,60,1
157,11/24/2020 18:35:00,150,1
158,11/24/2020 20:40:00,35,1
159,11/24/2020 21:00:00,112,1
160,11/25/2020 10:00:00,62,1
161,11/25/2020 13:15:00,405,1
162,11/25/2020 13:15:00,86,1
163,11/25/2020 19:10:00,150,1
164,11/25/2020 19:20:00,381,1
165,11/25/2020 19:30:00,315,1
166,11/26/2020 10:15:00,35,1
167,11/26/2020 12:00:00,150,1
168,11/26/2020 14:20:00,366,1
169,11/26/2020 15:00:00,296,1
170,11/26/2020 15:45:00,57,1
171,11/26/2020 15:45:00,20,1
172,11/26/2020 15:45:00,411,1
173,11/26/2020 19:30:00,526,1
174,11/26/2020 19:30:00,160,1
175,11/26/2020 22:30:00,56,1
176,11/27/2020 11:30:00,420,1
177,11/27/2020 11:45:00,404,1
178,11/27/2020 19:15:00,8,1
179,11/27/2020 19:15:00,392,1
180,11/27/2020 21:25:00,519,1
181,11/27/2020 21:25:00,488,1
182,11/27/2020 21:30:00,121,1
183,11/28/2020 11:45:00,121,1
184,11/28/2020 11:45:00,404,1
185,11/28/2020 12:25:00,8,1
186,11/28/2020 13:10:00,53,1
187,11/28/2020 13:10:00,488,1
188,11/28/2020 18:40:00,332,1
189,11/29/2020 12:00:00,331,1
190,11/29/2020 14:30:00,196,1
191,11/29/2020 16:00:00,404,1
192,11/29/2020 16:30:00,8,1
193,11/29/2020 18:20:00,174,1
194,11/29/2020 22:45:00,8,1
195,11/30/2020 07:45:00,35,1
196,11/30/2020 13:50:00,488,1
197,11/30/2020 17:25:00,38,1
198,11/30/2020 20:25:00,450,1
199,12/01/2020 11:00:00,451,1
200,12/01/2020 16:40:00,329,1
201,12/01/2020 16:40:00,38,1
202,12/01/2020 21:40:00,100,1
203,12/01/2020 21:40:00,326,1
204,12/01/2020 21:40:00,366,1
205,12/02/2020 11:20:00,147,1
206,12/02/2020 16:50:00,239,1
207,12/02/2020 21:07:00,94,1
208,12/03/2020 10:20:00,94,1
209,12/03/2020 12:00:00,38,1
210,12/03/2020 12:15:00,381,1
211,12/03/2020 17:00:00,38,1
212,12/03/2020 20:10:00,106,1
213,12/04/2020 10:30:00,196,1
214,12/04/2020 12:00:00,38,1
215,12/04/2020 16:10:00,381,1
216,12/04/2020 18:30:00,79,1
217,12/04/2020 18:30:00,60,1
218,12/05/2020 10:15:00,38,1
219,12/05/2020 10:15:00,15,1
220,12/05/2020 14:35:00,515,1
221,12/05/2020 16:30:00,482,1
222,12/05/2020 17:30:00,160,1
223,12/05/2020 19:00:00,334,1
224,12/06/2020 12:18:00,498,1
225,12/06/2020 13:15:00,366,1
226,12/06/2020 13:25:00,132,1
227,12/06/2020 13:35:00,112,1
228,12/06/2020 18:10:00,38,1
229,12/06/2020 18:20:00,296,1
230,12/06/2020 18:30:00,323,1
231,12/07/2020 09:29:00,381,1
232,12/07/2020 12:00:00,38,1
233,12/07/2020 12:40:00,92,1
234,12/07/2020 12:40:00,60,1
235,12/07/2020 18:55:00,38,1
236,12/07/2020 19:10:00,352,1
237,12/08/2020 10:10:00,147,1
238,12/08/2020 11:55:00,405,1
239,12/08/2020 15:30:00,38,1
240,12/08/2020 20:00:00,30,1
241,12/09/2020 11:30:00,239,1
242,12/09/2020 14:05:00,94,1
243,12/09/2020 18:30:00,132,1
244,12/09/2020 19:00:00,296,1
245,12/09/2020 19:00:00,38,1
246,12/10/2020 08:45:00,94,1
247,12/10/2020 09:00:00,366,1
248,12/10/2020 12:10:00,112,1
249,12/10/2020 12:50:00,79,1
250,12/10/2020 12:50:00,60,1
251,12/10/2020 12:50:00,447,1
252,12/10/2020 15:00:00,301,1
253,12/10/2020 19:40:00,182,1
254,12/10/2020 19:40:00,366,1
255,12/10/2020 19:45:00,15,1
256,12/11/2020 09:05:00,112,1
257,12/11/2020 10:30:00,434,1
258,12/11/2020 10:30:00,427,1
259,12/11/2020 10:30:00,434,1
260,12/11/2020 18:10:00,30,1
261,12/11/2020 18:15:00,112,1
262,12/12/2020 02:00:00,315,1
263,12/12/2020 12:40:00,196,1
264,12/12/2020 12:50:00,296,1
265,12/12/2020 15:00:00,278,1
266,12/12/2020 19:00:00,332,1
267,12/13/2020 11:45:00,332,1
268,12/13/2020 18:30:00,314,1
269,12/13/2020 19:30:00,323,1
270,12/13/2020 21:00:00,301,1
271,12/13/2020 22:00:00,381,1
272,12/14/2020 09:00:00,150,1
273,12/14/2020 09:00:00,112,1
274,12/14/2020 12:00:00,322,1
275,12/14/2020 14:15:00,32,1
276,12/14/2020 14:25:00,366,1
277,12/14/2020 17:00:00,150,1
278,12/14/2020 19:40:00,529,1
279,12/14/2020 20:05:00,381,1
280,12/14/2020 20:15:00,112,1
281,12/15/2020 11:45:00,405,1
282,12/15/2020 11:45:00,29,1
283,12/15/2020 14:00:00,150,1
284,12/15/2020 20:00:00,288,1
285,12/15/2020 23:00:00,366,1
286,12/16/2020 10:05:00,288,1
287,12/16/2020 15:15:00,147,1
288,12/16/2020 15:15:00,112,1
289,12/16/2020 19:20:00,116,1
290,12/17/2020 09:10:00,59,1
291,12/17/2020 10:30:00,150,1
292,12/17/2020 12:45:00,150,1
293,12/17/2020 13:40:00,35,1
294,12/17/2020 15:00:00,315,1
295,12/17/2020 19:20:00,92,1
296,12/17/2020 19:20:00,60,1
297,12/17/2020 20:00:00,296,1
298,12/18/2020 10:35:00,42,1
299,12/18/2020 15:00:00,170,1
300,12/18/2020 17:20:00,303,1
301,12/18/2020 20:30:00,170,1
302,12/19/2020 13:25:00,216,1
303,12/19/2020 15:00:00,112,1
304,12/19/2020 18:45:00,334,1
305,12/19/2020 23:50:00,303,1
306,12/19/2020 23:50:00,296,1
307,12/20/2020 11:42:00,7,1
308,12/20/2020 11:50:00,352,1
309,12/20/2020 16:25:00,196,1
310,12/20/2020 18:35:00,303,1
311,12/20/2020 18:40:00,381,1
312,12/20/2020 18:45:00,7,1
313,12/21/2020 08:30:00,35,1
314,12/21/2020 12:15:00,7,1
315,12/21/2020 14:30:00,57,1
316,12/21/2020 14:30:00,20,1
317,12/21/2020 14:30:00,411,1
318,12/21/2020 14:35:00,7,1
319,12/21/2020 16:35:00,381,1
320,12/21/2020 19:50:00,303,1
321,12/21/2020 21:25:00,466,1
322,12/21/2020 21:28:00,251,1
323,12/21/2020 21:30:00,299,1
324,12/22/2020 06:45:00,220,1
325,12/22/2020 10:00:00,7,1
326,12/22/2020 13:00:00,225,1
327,12/22/2020 13:00:00,98,1
328,12/22/2020 17:00:00,299,1
329,12/22/2020 20:00:00,529,1
330,12/23/2020 10:50:00,115,1
331,12/23/2020 10:50:00,159,1
332,12/23/2020 11:00:00,112,1
333,12/23/2020 17:50:00,7,1
334,12/23/2020 20:50:00,334,1
335,12/24/2020 12:15:00,35,1
336,12/24/2020 12:20:00,7,1
337,12/24/2020 16:45:00,143,1
338,12/24/2020 16:45:00,313,1
339,12/24/2020 18:15:00,482,1
340,12/24/2020 21:00:00,303,1
341,12/25/2020 10:50:00,45,1
342,12/25/2020 11:00:00,303,1
343,12/25/2020 15:00:00,303,1
344,12/25/2020 19:00:00,333,1
345,12/26/2020 11:30:00,1,1
346,12/26/2020 15:05:00,352,1
347,12/26/2020 15:05:00,234,1
348,12/26/2020 18:25:00,1,1
349,12/26/2020 18:40:00,381,1
350,12/26/2020 20:00:00,302,1
351,12/26/2020 20:30:00,119,1
352,12/27/2020 10:50:00,1,1
353,12/27/2020 13:40:00,196,1
354,12/27/2020 15:20:00,119,1
355,12/27/2020 16:00:00,357,1
356,12/27/2020 19:00:00,381,1
357,12/27/2020 20:00:00,232,1
358,12/27/2020 20:30:00,315,1
359,12/28/2020 08:00:00,119,1
360,12/28/2020 12:15:00,92,1
361,12/28/2020 12:15:00,60,1
362,12/28/2020 19:40:00,281,1
363,12/28/2020 20:00:00,299,1
364,12/28/2020 20:10:00,303,1
365,12/29/2020 11:15:00,472,1
366,12/29/2020 13:25:00,35,1
367,12/29/2020 15:15:00,112,1
368,12/29/2020 16:00:00,296,1
369,12/29/2020 16:15:00,303,1
370,12/29/2020 19:00:00,332,1
371,12/30/2020 10:15:00,332,1
372,12/30/2020 12:50:00,35,1
373,12/30/2020 16:15:00,303,1
374,12/30/2020 19:35:00,529,1
375,12/30/2020 19:35:00,366,1
376,12/31/2020 10:45:00,226,1
377,12/31/2020 12:25:00,35,1
378,12/31/2020 15:00:00,323,1
379,12/31/2020 19:30:00,298,1
380,12/31/2020 20:00:00,160,1
381,12/31/2020 21:15:00,494,1
382,12/31/2020 21:15:00,408,1
383,12/31/2020 21:25:00,482,1
384,12/31/2020 21:35:00,315,1
385,12/31/2020 22:35:00,298,1
